손님,직원
총 2명입니다.,확인했습니다. 목요일 오후 11시 10분 2명으로 예약했습니다.
맞습니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요 상린 입니다.
안녕하세요. 수요일 5시 30분로 식당 예약 하려고 하는데,일요일 5시 30분은 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그렇군요. 그럼 일요일 오후 1시 20분로 바꿀게요.,"토요일이고, 인원을 알려주세요."
4명 입니다.,알겠습니다. 일요일 오후 12시 30분 4명으로 예약 도와드리겠습니다.
네 맞습니다. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
안녕하세요. 일요일 5시 30분로 식당 예약 하려고 하는데,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
어. 혹시 목요일가 가능할까요?,"네, 인원을 알려주세요."
총 2명입니다.,알겠습니다. 일요일 8시 10분 2명으로 예약 도와드리겠습니다.
네 맞아요. 감사합니다.,네 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
목요일 오후 1시 20분로 예약 가능한가요?,토요일 오후 1시 20분은 예약이 다 찼습니다. 다른 날짜 가능하실까요?
어. 혹시 수요일 8시 10분 가능할까요?,네 알겠습니다. 인원을 알려주시겠어요?
5명 입니다.,네. 확인하번 부탁드립니다. 토요일 8시 10분 5명 맞으실까요?
네 맞습니다. 감사합니다.,예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네 상린 입니다. 예약 도와드릴까요?
혹시 목요일에 오후 11시 10분 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
그렇군요. 그럼 일요일 5시 30분로 바꿀게요.,네. 인원도 알려주세요.
2명이요.,확인했습니다. 토요일 오후 11시 10분 2명으로 예약했습니다.
맞아요. 감사합니다.,네 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
일요일 오후 2시 50분로 예약 하려구요.,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
토요일로 바꿀게요.,네 알겠습니다. 인원을 알려주시겠어요?
총 5명입니다.,네. 확인하번 부탁드립니다. 일요일 1시 40분 5명 맞으실까요?
맞습니다.,네 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
아 여보세요. 일요일 8시 10분로 식당 예약 가능한가요?,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
그럼 목요일 5시 30분 가능할까요?,네. 인원도 알려주세요.
2명이에요.,알겠습니다. 목요일 오후 11시 10분 2명으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,네 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 무엇을 도와드릴까요?
아 여보세요. 토요일 2시 10분로 식당 예약 하려고 하는데 가능할가요?,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
수요일 오후 12시 30분로 바꿀게요.,"네, 인원을 알려주세요."
총 2명입니다.,알겠습니다. 목요일 오후 12시 30분 2명으로 예약 도와드리겠습니다.
맞아요.,알겠습니다. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 상린 입니다. 무엇을 도와드릴까요?
토요일 오후 1시 20분로 예약 하려구요.,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
목요일 1시 40분로 바꿀게요.,네. 인원도 알려주세요.
5명 입니다.,확인했습니다. 목요일 8시 10분 5명으로 예약했습니다.
네 맞습니다. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
안녕하세요. 수요일 오후 11시 10분로 식당 예약 가능한가요?,기다려 주셔서 감사합니다. 확인해 보니 수요일 오후 11시 10분은 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
토요일로 바꿀게요.,인원도 알려주세요.
4명 입니다.,확인했습니다. 토요일 5시 30분 4명으로 예약했습니다.
네 맞아요. 감사합니다.,예약 완료 되었습니다. 예약 해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
혹시 목요일에 오후 11시 10분 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
어. 혹시 일요일가 가능할까요?,네 알겠습니다. 인원을 알려주시겠어요?
인원은 2명이에요.,확인했습니다. 수요일 2시 10분 2명으로 예약했습니다.
네 맞습니다. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네 상린 입니다. 예약 도와드릴까요?
아 여보세요. 목요일 5시 30분로 식당 예약 하려고 하는데 가능할가요?,기다려 주셔서 감사합니다. 확인해 보니 토요일 5시 30분은 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
그렇군요. 그럼 수요일 오후 12시 30분로 할게요.,네 알겠습니다. 인원을 알려주시겠어요?
2명이에요.,네. 확인하번 부탁드립니다. 토요일 오후 2시 50분 2명 맞으실까요?
네 맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요 상린 입니다.
여보세요. 토요일 오후 11시 10분로 예약 가능한가요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
그럼 토요일로 변경할게요.,"토요일이고, 인원을 알려주세요."
4명이요.,알겠습니다. 목요일 1시 40분 4명으로 예약 도와드리겠습니다.
맞습니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네 상린 입니다. 예약 도와드릴까요?
안녕하세요. 일요일 5시 30분로 식당 예약 하려고 하는데,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
그럼 수요일 오후 2시 50분 가능할까요?,"네, 인원을 알려주세요."
인원은 4명이에요.,알겠습니다. 수요일 8시 10분 4명으로 예약 도와드리겠습니다.
맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
토요일 오후 12시 30분로 예약 가능할까요?,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
그럼 일요일로 변경할게요.,"네, 일요일 2시 10분고, 인원은 어떻게 되실까요?"
4명이요.,확인했습니다. 토요일 5시 30분 4명으로 예약했습니다.
네 맞아요. 감사합니다.,네 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 상린 입니다. 무엇을 도와드릴까요?
수요일 1시 40분로 예약 하려구요.,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
그렇군요. 그럼 수요일로 할게요.,네 알겠습니다. 인원을 알려주시겠어요?
4명이에요.,확인했습니다. 토요일 오후 11시 10분 4명으로 예약했습니다.
맞아요.,네. 예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. 일요일 오후 1시 20분로 식당 예약 하려고 하는데 가능할가요?,해당 날짜와 시간은 예약이 다 차서 어려울 것 같습니다. 다른 날짜 가능하실까요?
그렇군요. 그럼 목요일 2시 10분로 할게요.,"일요일이고, 인원을 알려주세요."
인원은 5명이에요.,네. 확인하번 부탁드립니다. 토요일 5시 30분 5명 맞으실까요?
네 맞아요. 감사합니다.,예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
목요일 오후 2시 50분로 예약 하려구요.,수요일 오후 2시 50분은 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그렇군요. 그럼 목요일로 할게요.,인원도 알려주세요.
2명 입니다.,확인했습니다. 일요일 2시 10분 2명으로 예약했습니다.
맞아요. 감사합니다.,네. 예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
수요일 2시 10분로 예약하고 싶은데 가능할까요?,기다려 주셔서 감사합니다. 확인해 보니 일요일 2시 10분은 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
그럼 일요일 가능할까요?,인원도 알려주세요.
총 5명입니다.,네. 확인하번 부탁드립니다. 목요일 2시 10분 5명 맞으실까요?
네 맞아요. 감사합니다.,알겠습니다. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네 상린 입니다. 예약 도와드릴까요?
여보세요. 토요일 오후 2시 50분로 예약 하려는데 가능한가요?,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
그렇군요. 그럼 일요일로 바꿀게요.,네 알겠습니다. 인원을 알려주시겠어요?
인원은 4명이에요.,네. 확인하번 부탁드립니다. 수요일 오후 11시 10분 4명 맞으실까요?
네 맞습니다. 감사합니다.,예약 완료 되었습니다. 예약 해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 예약 도와드릴까요?
아 여보세요. 토요일 2시 10분로 식당 예약 하려고 하는데 가능할가요?,기다려 주셔서 감사합니다. 확인해 보니 일요일 2시 10분은 예약이 어렵습니다. 다른 날로 예약을 도와드릴까요?
토요일로 바꿀게요.,네 알겠습니다. 인원을 알려주시겠어요?
5명 입니다.,확인했습니다. 일요일 오후 12시 30분 5명으로 예약했습니다.
네 맞습니다. 감사합니다.,알겠습니다. 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네. 무엇을 도와드릴까요?
목요일 오후 2시 50분 식당 예약 가능한가요?,수요일 오후 2시 50분은 예약이 다 찼습니다. 다른 날짜 가능하실까요?
그럼 일요일 오후 11시 10분로 변경할게요.,인원도 알려주세요.
총 2명입니다.,네. 확인하번 부탁드립니다. 토요일 오후 1시 20분 2명 맞으실까요?
맞습니다.,네. 예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,안녕하세요. 상린 입니다. 무엇을 도와드릴까요?
여보세요. 목요일 오후 11시 10분로 식당 예약 가능한가요?,말하신 날짜는 예약이 다 차서 어렵습니다. 다른 날짜로 예약 도와드릴까요?
그렇군요. 그럼 수요일 오후 1시 20분로 할게요.,네 알겠습니다. 인원을 알려주시겠어요?
2명이에요.,네. 확인하번 부탁드립니다. 수요일 1시 40분 2명 맞으실까요?
맞아요. 감사합니다.,확인했습니다. 예약해주셔서 감사합니다.
예약,파스타
파스타,파스타 예약 주문 시작
파스타 예약 주문 시작,네 상린 입니다. 예약 도와드릴까요?
목요일 오후 12시 30분로 예약 가능할까요?,"예약이 다 차서 어려운데, 혹시 다른 날짜 가능하신가요?"
토요일 1시 40분로 바꿀게요.,"네, 인원을 알려주세요."
2명 입니다.,네. 확인하번 부탁드립니다. 토요일 8시 10분 2명 맞으실까요?
